,Brand,Condition,Fuel,KMs Driven,Model,Price,Registered City,Transaction Type,Year
322,Honda,Used,Petrol,44000.0,Civic VTi Oriel Prosmatec,1660000,Karachi,Cash,2012.0
323,Suzuki,Used,Petrol,87000.0,Cultus VXR,660000,Karachi,Cash,2009.0
324,Honda,Used,CNG,100000.0,City IDSI,775000,Karachi,Cash,2006.0
325,Suzuki,Used,CNG,1.0,Khyber,260000,Karachi,Cash,1999.0
326,Suzuki,Used,CNG,59000.0,Cultus VXR,865000,Karachi,Cash,2013.0
327,Suzuki,Used,CNG,100000.0,FX,120000,Karachi,Cash,1985.0
328,Suzuki,Used,Petrol,80000.0,Carry,825000,Karachi,Cash,2012.0
329,Daihatsu,Used,Petrol,88000.0,Hijet,810000,Karachi,Cash,2012.0
330,Toyota,Used,Petrol,1.0,Vitz,850000,Karachi,Cash,2009.0
331,Mitsubishi,Used,CNG,100000.0,Lancer,750000,Karachi,Cash,2005.0
332,Suzuki,Used,CNG,100000.0,FX,120000,Karachi,Cash,1988.0
333,Daihatsu,New,Petrol,60000.0,Mira,920000,Karachi,Cash,2014.0
334,Honda,New,Petrol,139000.0,Acty,625000,Karachi,Cash,2010.0
335,Honda,New,Petrol,69000.0,Civic VTi Oriel Prosmatec,1850000,Karachi,Cash,2014.0
336,Daihatsu,Used,CNG,545.0,Cuore,320000,Karachi,Cash,2000.0
337,Suzuki,New,Petrol,19800.0,Cultus VXL,1400000,Karachi,Cash,2018.0
338,Suzuki,Used,Petrol,69000.0,Bolan,290000,Askoley,Cash,1994.0
339,Suzuki,Used,CNG,123.0,Bolan,330000,Karachi,Cash,1997.0
340,Other Brands,Used,Petrol,69000.0,Other,685000,Karachi,Cash,2006.0
341,Toyota,Used,Petrol,150000.0,Corolla XE,565000,Karachi,Cash,1992.0
342,Nissan,Used,Petrol,44400.0,Moco,1220000,Karachi,Cash,2014.0
343,Daihatsu,New,Petrol,28000.0,Mira,1170000,Karachi,Cash,2017.0
344,Suzuki,Used,Petrol,90000.0,Mehran VX,140000,Karachi,Cash,2006.0
345,Toyota,Used,Petrol,74516.0,Corolla GLI,1315000,Karachi,Cash,2011.0
346,Suzuki,Used,CNG,200000.0,Khyber,200000,Karachi,Cash,1992.0
347,Suzuki,Used,Petrol,333333.0,Khyber,235000,Karachi,Cash,1989.0
348,Suzuki,Used,CNG,1.0,Mehran VX,300000,Karachi,Cash,2005.0
349,Suzuki,Used,CNG,89300.0,Alto,534999,Karachi,Cash,2010.0
350,Suzuki,Used,Petrol,71000.0,Alto,520000,Karachi,Cash,2008.0
351,Suzuki,Used,CNG,125000.0,Cultus VXR,400000,Karachi,Cash,2000.0
352,Daihatsu,Used,Petrol,22000.0,Mira,1170000,Karachi,Cash,2014.0
353,Suzuki,Used,Petrol,78000.0,Cultus VXR,770000,Karachi,Cash,2012.0
354,Suzuki,Used,Petrol,1234.0,Mehran VXR,260000,Karachi,Cash,1993.0
355,Suzuki,Used,CNG,100000.0,Khyber,240000,Karachi,Cash,1995.0
356,Suzuki,Used,Petrol,750000.0,Every,820000,Karachi,Cash,2010.0
357,Suzuki,New,CNG,97500.0,Khyber,360000,Karachi,Cash,1997.0
358,Suzuki,Used,Petrol,30000.0,Cultus VXR,575000,Khanpur,Cash,2007.0
359,Honda,Used,CNG,120000.0,City IDSI,530000,Karachi,Cash,2002.0
360,KIA,New,CNG,198000.0,Pride,250000,Karachi,Cash,1996.0
361,Suzuki,Used,CNG,1000.0,Margalla,285000,Karachi,Cash,1997.0
362,Suzuki,Used,CNG,1.0,Khyber,235000,Karachi,Cash,1990.0
363,Toyota,Used,Petrol,84000.0,Corolla GLI,1125000,Karachi,Cash,2011.0
364,Suzuki,Used,Petrol,20000.0,Wagon R,1260000,Karachi,Cash,2017.0
365,Toyota,New,Hybrid,30500.0,Aqua,1865000,Karachi,Cash,2014.0
366,Suzuki,Used,CNG,1.0,Bolan,350000,Karachi,Cash,1997.0
367,Suzuki,Used,Petrol,1.0,Baleno,425000,Karachi,Cash,2003.0
368,Honda,Used,Petrol,44000.0,City IVTEC,1425000,Karachi,Cash,2013.0
369,Toyota,Used,Petrol,225000.0,Premio,1225000,Karachi,Cash,2003.0
370,Suzuki,Used,Petrol,10000.0,Every,880000,Karachi,Cash,2011.0
371,Suzuki,Used,CNG,10000.0,Mehran VXR,210000,Karachi,Cash,2005.0
372,Mercedes,New,Petrol,32999.0,Smart,1865000,Karachi,Cash,2015.0
373,Toyota,Used,Petrol,112360.0,86,370000,Karachi,Cash,1982.0
374,Toyota,New,Petrol,11000.0,Corolla XLI,1830000,Karachi,Cash,2017.0
375,Toyota,Used,Petrol,86000.0,Corolla XLI,1150000,Karachi,Cash,2010.0
376,Suzuki,New,CNG,70000.0,Cultus VXR,680000,Karachi,Cash,2010.0
377,Nissan,Used,Petrol,90026.0,March,680000,Karachi,Cash,2006.0
378,Daihatsu,Used,Petrol,43500.0,Mira,1100000,Karachi,Cash,2014.0
379,Suzuki,New,CNG,5000.0,Bolan,520000,Karachi,Cash,2007.0
380,Toyota,Used,CNG,80000.0,Corolla GLI,1490000,Karachi,Cash,2012.0
381,Honda,Used,CNG,146000.0,Civic VTi,850000,Karachi,Cash,2005.0
382,Honda,Used,Petrol,170000.0,Civic Prosmetic,685000,Karachi,Cash,2002.0
383,Toyota,Used,Petrol,53001.0,Corolla XLI,1575000,Karachi,Cash,2014.0
384,Other Brands,New,Petrol,1.0,Other,635000,Karachi,Cash,2008.0
385,Suzuki,Used,Petrol,42500.0,Wagon R,1025000,Karachi,Cash,2016.0
386,Toyota,Used,Petrol,1020000.0,Corolla GLI,1080000,Karachi,Cash,2008.0
387,Nissan,Used,Petrol,9999.0,Sunny,500000,Karachi,Cash,1998.0
388,Mazda,Used,Petrol,78000.0,Demio,812000,Karachi,Cash,2007.0
389,Suzuki,Used,Hybrid,111111.0,Mehran VX,199000,Karachi,Cash,2003.0
390,KIA,Used,CNG,100000.0,Sportage,845000,Karachi,Cash,2005.0
391,Honda,Used,CNG,386700.0,City IDSI,380000,Karachi,Cash,1998.0
392,Toyota,New,Petrol,81000.0,Corolla XLI,1185000,Karachi,Cash,2009.0
393,Suzuki,New,CNG,75000.0,Bolan,490000,Karachi,Cash,2008.0
394,Suzuki,Used,CNG,88000.0,Alto,500000,Karachi,Cash,2009.0
395,Suzuki,Used,CNG,100000.0,Mehran VXR,290000,Karachi,Cash,2007.0
396,Suzuki,Used,Petrol,60.0,Bolan,420000,Karachi,Cash,2003.0
397,Toyota,Used,Petrol,125000.0,Corona,240000,Karachi,Cash,1973.0
398,Toyota,Used,Petrol,21000.0,Passo,1560000,Karachi,Cash,2015.0
399,Daihatsu,Used,CNG,100000.0,Charade,255000,Karachi,Cash,1987.0
400,Toyota,New,Petrol,65000.0,Vitz,1400000,Karachi,Cash,2012.0
401,Suzuki,Used,CNG,60000.0,Cultus VXR,665000,Karachi,Cash,2011.0
402,Toyota,Used,Petrol,78500.0,Vitz,1100000,Karachi,Cash,2009.0
403,Mitsubishi,Used,CNG,170000.0,Lancer,400000,Karachi,Cash,1997.0
404,Suzuki,Used,Petrol,31258.0,Mehran VXR,580000,Karachi,Cash,2014.0
405,Honda,Used,Petrol,1.0,Civic VTi Oriel Prosmatec,750000,Karachi,Cash,2004.0
406,Suzuki,Used,CNG,185252.0,Alto,380000,Karachi,Cash,2006.0
407,Toyota,Used,Hybrid,86000.0,Aqua,1800000,Karachi,Cash,2014.0
408,Toyota,Used,CNG,152400.0,Corolla GLI,600000,Karachi,Cash,1998.0
409,Honda,Used,Petrol,70000.0,City IVTEC,1396000,Karachi,Cash,2013.0
410,Honda,Used,Petrol,83000.0,Civic VTi Oriel Prosmatec,1090000,Karachi,Cash,2011.0
411,Suzuki,Used,Petrol,100000.0,Cultus VXR,650000,Karachi,Cash,2009.0
412,Honda,Used,Petrol,123456.0,Civic Prosmetic,840000,Karachi,Cash,2005.0
413,Suzuki,Used,Petrol,28000.0,Alto,1215000,Karachi,Cash,2014.0
414,Honda,Used,Petrol,73000.0,Accord,985000,Karachi,Cash,2003.0
415,Toyota,Used,Petrol,2222.0,Passo,760000,Karachi,Cash,2006.0
416,Suzuki,New,Petrol,98525.0,Every Wagon,1320000,Karachi,Cash,2012.0
417,Suzuki,Used,Petrol,80000.0,Cultus VXR,480000,Karachi,Cash,2004.0
418,Daihatsu,Used,Petrol,113000.0,Cuore,555000,Karachi,Cash,2005.0
419,Suzuki,Used,CNG,569803.0,FX,100000,Quetta,Cash,1987.0
420,Suzuki,Used,Petrol,66000.0,Swift,1050000,Karachi,Cash,2012.0
421,Honda,Used,Petrol,124000.0,Civic Hybrid,696000,Karachi,Cash,2005.0
422,Suzuki,Used,CNG,71000.0,Cultus VXR,780000,Karachi,Cash,2011.0
423,Suzuki,Used,CNG,88.0,Mehran VX,160000,Karachi,Cash,1991.0
424,Suzuki,Used,Petrol,60000.0,Alto,635000,Karachi,Cash,2012.0
425,Honda,Used,Petrol,175000.0,Civic EXi,750000,Karachi,Cash,2005.0
426,Honda,Used,Petrol,110000.0,City IDSI,935000,Karachi,Cash,2008.0
427,Honda,Used,Petrol,124000.0,Accord,1150000,Karachi,Cash,2007.0
428,Suzuki,Used,CNG,77000.0,Swift,930000,Karachi,Cash,2010.0
429,Daihatsu,Used,Petrol,40000.0,Mira,1195000,Karachi,Cash,2015.0
430,Nissan,Used,CNG,120000.0,AD Van,885000,Karachi,Cash,2007.0
431,Suzuki,New,Petrol,98552.0,Every Wagon,1320000,Karachi,Cash,2012.0
432,Suzuki,Used,CNG,100000.0,Mehran VXR,210000,Karachi,Cash,2005.0
433,Suzuki,Used,CNG,150000.0,Mehran VX,305000,Karachi,Cash,2004.0
434,Suzuki,Used,CNG,1.0,Alto,350000,Karachi,Cash,2005.0
435,Suzuki,Used,CNG,95000.0,Alto,450000,Karachi,Cash,2007.0
436,Toyota,Used,Petrol,95000.0,Duet,530000,Karachi,Cash,2002.0
437,Suzuki,Used,Petrol,1234.0,Liana,460000,Karachi,Cash,2008.0
438,Daihatsu,Used,Petrol,72400.0,Mira,745000,Karachi,Cash,2006.0
439,Honda,Used,Petrol,96000.0,Civic VTi,945000,Karachi,Cash,2006.0
440,Daihatsu,Used,CNG,8886.0,Charade,185000,Karachi,Cash,1984.0
441,Nissan,Used,CNG,999999.0,Sunny,120000,Karachi,Cash,1985.0
442,Toyota,Used,Petrol,100000.0,Passo,850000,Karachi,Cash,2013.0
443,Toyota,Used,Petrol,90000.0,Corolla XLI,860000,Karachi,Cash,2006.0
444,Suzuki,Used,CNG,196000.0,Alto,375000,Karachi,Cash,2004.0
445,Suzuki,New,CNG,580.0,Liana,540000,Karachi,Cash,2006.0
446,Mitsubishi,Used,CNG,122000.0,Lancer,690000,Karachi,Cash,2005.0
447,Toyota,Used,Petrol,24000.0,Corrolla Altis,2750000,Karachi,Cash,2017.0
448,Suzuki,Used,Petrol,46600.0,Mehran VXR,600000,Karachi,Cash,2015.0
449,Honda,Used,Hybrid,32000.0,Vezel,3200000,Karachi,Cash,2014.0
450,Toyota,Used,CNG,82000.0,Corolla XLI,835000,Karachi,Cash,2006.0
451,Suzuki,New,CNG,103000.0,Alto,413000,Karachi,Cash,2005.0
452,Toyota,Used,CNG,150000.0,Corolla XLI,1140000,Karachi,Cash,2011.0
453,Suzuki,Used,CNG,90000.0,Bolan,300000,Karachi,Cash,1990.0
454,Suzuki,Used,CNG,1.0,Alto,550000,Karachi,Cash,2008.0
455,Suzuki,New,Petrol,53000.0,Cultus VXR,950000,Karachi,Cash,2014.0
456,Suzuki,Used,CNG,78454.0,Alto,675000,Karachi,Cash,2012.0
457,Honda,Used,Petrol,91000.0,Civic Prosmetic,850000,Karachi,Cash,2005.0
458,Suzuki,Used,CNG,60000.0,Bolan,300000,Karachi,Cash,1994.0
459,Toyota,Used,Petrol,125000.0,Vitz,935000,Karachi,Cash,2007.0
460,Hyundai,Used,CNG,5000.0,Santro,480000,Karachi,Cash,2004.0
461,Suzuki,New,CNG,90000.0,Alto,320000,Karachi,Cash,2001.0
462,Toyota,New,Petrol,51000.0,Vitz,1095000,Karachi,Cash,2010.0
463,Suzuki,Used,CNG,123654.0,Khyber,250000,Karachi,Cash,1996.0
464,Honda,Used,CNG,19000.0,City IDSI,750000,Karachi,Cash,2005.0
465,Daihatsu,Used,Petrol,149980.0,Cuore,485000,Karachi,Cash,2005.0
466,Honda,Used,Petrol,60950.0,City Aspire,1469000,Karachi,Cash,2013.0
467,Daihatsu,Used,CNG,100000.0,Charade,140000,Karachi,Cash,1983.0
468,Honda,Used,Petrol,58000.0,Civic VTi Oriel Prosmatec,1775000,Karachi,Cash,2013.0
469,Suzuki,New,Petrol,85000.0,Cultus VXR,525000,Karachi,Cash,2007.0
470,Honda,New,Petrol,78000.0,City Aspire,1300000,Karachi,Cash,2012.0
471,Suzuki,Used,Petrol,200000.0,Liana,520000,Karachi,Cash,2006.0
472,Suzuki,New,Petrol,52.0,Mehran VXR,505000,Karachi,Cash,2014.0
473,Suzuki,Used,CNG,191000.0,Baleno,550000,Karachi,Cash,2003.0
474,Honda,New,Petrol,54000.0,Civic Prosmetic,1060000,Karachi,Cash,2007.0
475,Suzuki,Used,Petrol,90000.0,Alto,470000,Karachi,Cash,2007.0
476,Toyota,New,Petrol,78000.0,Vitz,995000,Karachi,Cash,2008.0
477,Suzuki,Used,CNG,78000.0,Alto,370000,Karachi,Cash,2007.0
478,Toyota,Used,Petrol,19000.0,Corrolla Altis,2250000,Karachi,Cash,2017.0
479,Suzuki,Used,Petrol,85000.0,Cultus VXR,435000,Karachi,Cash,2006.0
480,Suzuki,Used,CNG,900000.0,Bolan,280000,Karachi,Cash,1989.0
481,Toyota,Used,Petrol,90000.0,Vitz,825000,Karachi,Cash,2003.0
482,Toyota,Used,Petrol,84000.0,Corolla GLI,1575000,Karachi,Cash,2013.0
483,Suzuki,Used,CNG,10000.0,Khyber,235000,Karachi,Cash,1996.0
484,Suzuki,Used,CNG,40000.0,Bolan,480000,Karachi,Cash,2007.0
485,Suzuki,Used,CNG,1234.0,Alto,665000,Karachi,Cash,2012.0
486,Honda,Used,CNG,179000.0,City IDSI,760000,Karachi,Cash,2004.0
487,Toyota,Used,Petrol,67000.0,Corolla GLI,1750000,Karachi,Cash,2014.0
488,Suzuki,New,CNG,55000.0,Mehran VXR,310000,Karachi,Cash,2003.0
489,Honda,Used,Petrol,48288.0,Civic VTi Oriel Prosmatec,1370000,Karachi,Cash,2010.0
490,Suzuki,New,Petrol,51000.0,Cultus VXR,795000,Karachi,Cash,2011.0
491,Suzuki,New,Petrol,74000.0,Margalla,355000,Karachi,Cash,1995.0
492,Suzuki,Used,Hybrid,10000.0,Swift,190000,Karachi,Installment/Leasing,1990.0
493,Toyota,Used,CNG,72321.0,Corolla XLI,1285000,Karachi,Cash,2013.0
494,Toyota,Used,Petrol,150000.0,Corolla Axio,1600000,Karachi,Cash,2014.0
495,Suzuki,Used,Petrol,52000.0,Cultus VXR,900000,Karachi,Cash,2013.0
496,Honda,Used,Petrol,76000.0,City Vario,850000,Karachi,Cash,2008.0
497,Toyota,Used,Petrol,80000.0,Corolla Fielder,1425000,Karachi,Cash,2006.0
498,Honda,Used,Petrol,140000.0,City IVTEC,1120000,Karachi,Cash,2010.0
499,Toyota,New,Petrol,25000.0,Corolla GLI,1500000,Karachi,Cash,2010.0
500,Suzuki,New,Petrol,56000.0,Alto,590000,Karachi,Cash,2012.0
501,Suzuki,Used,CNG,80000.0,Alto,475000,Karachi,Cash,2007.0
502,Suzuki,Used,CNG,135.0,Margalla,265000,Karachi,Cash,1994.0
503,Honda,Used,CNG,1.0,Civic VTi,485000,Karachi,Cash,1996.0
504,Toyota,New,Petrol,87000.0,Corolla GLI,1200000,Karachi,Cash,2010.0
505,Nissan,Used,CNG,121222.0,AD Van,670000,Karachi,Cash,2012.0
506,Suzuki,Used,CNG,26000.0,Mehran VX,145000,Karachi,Cash,1990.0
507,Toyota,New,Petrol,19000.0,Corolla XLI,1995000,Karachi,Cash,2017.0
508,Toyota,Used,Petrol,78500.0,Corolla GLI,1400000,Karachi,Cash,2013.0
509,Toyota,Used,Petrol,106000.0,Corolla XLI,1285000,Karachi,Cash,2011.0
510,Nissan,Used,Petrol,1.0,March,440000,Karachi,Cash,2006.0
511,Suzuki,Used,CNG,258.0,Mehran VX,235000,Karachi,Cash,2002.0
512,Toyota,Used,Petrol,63000.0,Vitz,820000,Karachi,Cash,2007.0
513,Suzuki,Used,CNG,46393.0,Mehran VXR,185000,Karachi,Cash,1994.0
514,Suzuki,Used,CNG,65000.0,Cultus VXR,670000,Karachi,Cash,2010.0
515,Suzuki,Used,CNG,3500.0,Palette Sw,290000,Karachi,Cash,2007.0
516,Suzuki,Used,LPG,10000.0,Bolan,145000,Karachi,Cash,1984.0
517,Toyota,Used,Petrol,78000.0,Platz,770000,Karachi,Cash,2003.0
518,Daihatsu,Used,CNG,86000.0,Cuore,420000,Karachi,Cash,2004.0
519,Toyota,Used,Petrol,94000.0,Vitz,995000,Karachi,Cash,2008.0
520,Suzuki,Used,CNG,120000.0,Cultus VXR,550000,Karachi,Cash,2007.0
521,Toyota,Used,Petrol,115000.0,Vitz,835000,Karachi,Cash,2005.0
522,Toyota,Used,Petrol,42500.0,Vitz,1390000,Karachi,Cash,2013.0
523,Toyota,Used,Petrol,100000.0,Corolla GLI,1070000,Karachi,Cash,2009.0
524,Suzuki,Used,Petrol,48789.0,Cultus VXR,818000,Karachi,Cash,2014.0
525,Toyota,Used,Petrol,95500.0,Vitz,1350000,Karachi,Cash,2013.0
526,Suzuki,Used,Petrol,8000.0,Cultus VXR,400000,Karachi,Cash,2001.0
527,Toyota,New,Petrol,15500.0,Corolla GLI,1820000,Karachi,Cash,2015.0
528,Toyota,Used,Diesel,100000.0,Hilux,2650000,Karachi,Cash,2007.0
529,Daewoo,New,CNG,2550.0,Racer,160000,Karachi,Cash,1996.0
530,Suzuki,Used,Petrol,100000.0,Alto,380000,Karachi,Cash,2001.0
531,Honda,Used,Petrol,80182.0,City Vario,685000,Karachi,Cash,2005.0
532,Classic & Antiques,Used,Petrol,123456.0,Other,650000,Karachi,Cash,1964.0
533,Suzuki,Used,CNG,50000.0,FX,90000,Karachi,Cash,1987.0
534,Suzuki,Used,Petrol,69000.0,Cultus VXR,710000,Karachi,Cash,2012.0
535,Toyota,New,Petrol,43946.0,Corolla GLI,1810000,Karachi,Cash,2016.0
536,Mitsubishi,Used,CNG,5000.0,Lancer Evolution,85000,Karachi,Cash,1986.0
537,Suzuki,Used,Petrol,13800.0,Cultus VXR,1025000,Karachi,Cash,2016.0
538,Honda,Used,CNG,79250.0,Civic EXi,775000,Karachi,Cash,2005.0
539,Toyota,Used,Petrol,85000.0,Corolla GLI,1150000,Karachi,Cash,2010.0
540,Honda,Used,Petrol,75000.0,City IDSI,670000,Karachi,Cash,2005.0
541,Suzuki,Used,Petrol,75000.0,Alto,690000,Karachi,Cash,2008.0
542,Honda,New,Petrol,21900.0,Civic VTi Oriel Prosmatec,2725000,Karachi,Cash,2017.0
